order_id,customer_id,order_date,order_status,subtotal,discount_amount,shipping_cost,tax_amount,total_amount,payment_method,order_source,billing_country
ORD-008546,CUST-03547,2024-06-07,completed,171,0,0,13.68,184.68,paypal,social_media,UK
ORD-008547,CUST-03548,2023-07-08,completed,172,0,0,13.76,185.76,apple_pay,email_campaign,DE
ORD-008548,CUST-03549,2024-08-09,completed,173,0,0,13.84,186.84,google_pay,direct_traffic,FR
ORD-008549,CUST-03550,2023-09-10,completed,174,0,0,13.92,187.92,bank_transfer,affiliate,AU
ORD-008550,CUST-03551,2023-10-11,completed,175,17.5,0,14,171.5,credit_card,organic_search,US
ORD-008551,CUST-03552,2024-11-12,completed,176,0,0,14.08,190.08,paypal,paid_search,CA
ORD-008552,CUST-03553,2023-12-13,completed,177,0,0,14.16,191.16,apple_pay,social_media,UK
ORD-008553,CUST-03554,2024-10-14,completed,178,0,0,14.24,192.24,google_pay,email_campaign,DE
ORD-008554,CUST-03555,2024-05-15,completed,179,0,0,14.32,193.32,bank_transfer,direct_traffic,FR
ORD-008555,CUST-03556,2023-06-16,completed,180,18,0,14.4,176.4,credit_card,affiliate,AU
ORD-008556,CUST-03557,2024-07-17,shipped,181,0,0,14.48,195.48,paypal,organic_search,US
ORD-008557,CUST-03558,2023-08-18,shipped,182,0,0,14.56,196.56,apple_pay,paid_search,CA
ORD-008558,CUST-03559,2024-09-19,processing,183,0,0,14.64,197.64,google_pay,social_media,UK
ORD-008559,CUST-03560,2023-01-20,cancelled,184,0,0,14.72,198.72,bank_transfer,email_campaign,DE
ORD-008560,CUST-03561,2023-11-21,completed,185,18.5,0,14.8,181.3,credit_card,direct_traffic,FR
ORD-008561,CUST-03562,2024-12-22,completed,186,0,0,14.88,200.88,paypal,affiliate,AU
ORD-008562,CUST-03563,2023-10-23,completed,187,0,0,14.96,201.96,apple_pay,organic_search,US
ORD-008563,CUST-03564,2024-11-24,completed,188,0,0,15.04,203.04,google_pay,paid_search,CA
ORD-008564,CUST-03565,2024-06-25,completed,189,0,0,15.12,204.12,bank_transfer,social_media,UK
ORD-008565,CUST-03566,2023-07-26,completed,190,19,0,15.2,186.2,credit_card,email_campaign,DE
ORD-008566,CUST-03567,2024-08-27,completed,191,0,0,15.28,206.28,paypal,direct_traffic,FR
ORD-008567,CUST-03568,2023-09-28,completed,192,0,0,15.36,207.36,apple_pay,affiliate,AU
ORD-008568,CUST-03569,2024-01-01,completed,193,0,0,15.44,208.44,google_pay,organic_search,US
ORD-008569,CUST-03570,2023-02-02,completed,194,0,0,15.52,209.52,bank_transfer,paid_search,CA
ORD-008570,CUST-03571,2023-12-03,completed,195,19.5,0,15.6,191.1,credit_card,social_media,UK
ORD-008571,CUST-03572,2024-10-04,completed,196,0,0,15.68,211.68,paypal,email_campaign,DE
ORD-008572,CUST-03573,2023-11-05,completed,197,0,0,15.76,212.76,apple_pay,direct_traffic,FR
ORD-008573,CUST-03574,2024-12-06,completed,198,0,0,15.84,213.84,google_pay,affiliate,AU
ORD-008574,CUST-03575,2024-07-07,completed,199,0,0,15.92,214.92,bank_transfer,organic_search,US
ORD-008575,CUST-03576,2023-08-08,completed,200,20,0,16,196,credit_card,paid_search,CA
ORD-008576,CUST-03577,2024-09-09,shipped,201,0,0,16.08,217.08,paypal,social_media,UK
ORD-008577,CUST-03578,2023-01-10,shipped,202,0,0,16.16,218.16,apple_pay,email_campaign,DE
ORD-008578,CUST-03579,2024-02-11,processing,203,0,0,16.24,219.24,google_pay,direct_traffic,FR
ORD-008579,CUST-03580,2023-03-12,cancelled,204,0,0,16.32,220.32,bank_transfer,affiliate,AU
ORD-008580,CUST-03581,2023-10-13,completed,205,20.5,0,16.4,200.9,credit_card,organic_search,US
ORD-008581,CUST-03582,2024-11-14,completed,206,0,0,16.48,222.48,paypal,paid_search,CA
ORD-008582,CUST-03583,2023-12-15,completed,207,0,0,16.56,223.56,apple_pay,social_media,UK
ORD-008583,CUST-03584,2024-10-16,completed,208,0,0,16.64,224.64,google_pay,email_campaign,DE
ORD-008584,CUST-03585,2024-08-17,completed,209,0,0,16.72,225.72,bank_transfer,direct_traffic,FR
ORD-008585,CUST-03586,2023-09-18,completed,210,21,0,16.8,205.8,credit_card,affiliate,AU
ORD-008586,CUST-03587,2024-01-19,completed,211,0,0,16.88,227.88,paypal,organic_search,US
ORD-008587,CUST-03588,2023-02-20,completed,212,0,0,16.96,228.96,apple_pay,paid_search,CA
ORD-008588,CUST-03589,2024-03-21,completed,213,0,0,17.04,230.04,google_pay,social_media,UK
ORD-008589,CUST-03590,2023-04-22,completed,214,0,0,17.12,231.12,bank_transfer,email_campaign,DE
ORD-008590,CUST-03591,2023-11-23,completed,215,21.5,0,17.2,210.7,credit_card,direct_traffic,FR
ORD-008591,CUST-03592,2024-12-24,completed,216,0,0,17.28,233.28,paypal,affiliate,AU
ORD-008592,CUST-03593,2023-10-25,completed,217,0,0,17.36,234.36,apple_pay,organic_search,US
ORD-008593,CUST-03594,2024-11-26,completed,218,0,0,17.44,235.44,google_pay,paid_search,CA
ORD-008594,CUST-03595,2024-09-27,completed,219,0,0,17.52,236.52,bank_transfer,social_media,UK
ORD-008595,CUST-03596,2023-01-28,completed,220,22,0,17.6,215.6,credit_card,email_campaign,DE
ORD-008596,CUST-03597,2024-02-01,shipped,221,0,0,17.68,238.68,paypal,direct_traffic,FR
ORD-008597,CUST-03598,2023-03-02,shipped,222,0,0,17.76,239.76,apple_pay,affiliate,AU
ORD-008598,CUST-03599,2024-04-03,processing,223,0,0,17.84,240.84,google_pay,organic_search,US
ORD-008599,CUST-03600,2023-05-04,cancelled,224,0,0,17.92,241.92,bank_transfer,paid_search,CA
ORD-008600,CUST-03601,2023-12-05,completed,225,22.5,0,18,220.5,credit_card,social_media,UK
ORD-008601,CUST-03602,2024-10-06,completed,226,0,0,18.08,244.08,paypal,email_campaign,DE
ORD-008602,CUST-03603,2023-11-07,completed,227,0,0,18.16,245.16,apple_pay,direct_traffic,FR
ORD-008603,CUST-03604,2024-12-08,completed,228,0,0,18.24,246.24,google_pay,affiliate,AU
ORD-008604,CUST-03605,2024-01-09,completed,229,0,0,18.32,247.32,bank_transfer,organic_search,US
ORD-008605,CUST-03606,2023-02-10,completed,230,23,0,18.4,225.4,credit_card,paid_search,CA
ORD-008606,CUST-03607,2024-03-11,completed,231,0,0,18.48,249.48,paypal,social_media,UK
ORD-008607,CUST-03608,2023-04-12,completed,232,0,0,18.56,250.56,apple_pay,email_campaign,DE
ORD-008608,CUST-03609,2024-05-13,completed,233,0,0,18.64,251.64,google_pay,direct_traffic,FR
ORD-008609,CUST-03610,2023-06-14,completed,234,0,0,18.72,252.72,bank_transfer,affiliate,AU
ORD-008610,CUST-03611,2023-10-15,completed,235,23.5,0,18.8,230.3,credit_card,organic_search,US
ORD-008611,CUST-03612,2024-11-16,completed,236,0,0,18.88,254.88,paypal,paid_search,CA
ORD-008612,CUST-03613,2023-12-17,completed,237,0,0,18.96,255.96,apple_pay,social_media,UK
ORD-008613,CUST-03614,2024-10-18,completed,238,0,0,19.04,257.04,google_pay,email_campaign,DE
ORD-008614,CUST-03615,2024-02-19,completed,239,0,0,19.12,258.12,bank_transfer,direct_traffic,FR
ORD-008615,CUST-03616,2023-03-20,completed,240,24,0,19.2,235.2,credit_card,affiliate,AU
ORD-008616,CUST-03617,2024-04-21,shipped,241,0,0,19.28,260.28,paypal,organic_search,US
ORD-008617,CUST-03618,2023-05-22,shipped,242,0,0,19.36,261.36,apple_pay,paid_search,CA
ORD-008618,CUST-03619,2024-06-23,processing,243,0,0,19.44,262.44,google_pay,social_media,UK
ORD-008619,CUST-03620,2023-07-24,cancelled,244,0,0,19.52,263.52,bank_transfer,email_campaign,DE
ORD-008620,CUST-03621,2023-11-25,completed,245,24.5,0,19.6,240.1,credit_card,direct_traffic,FR
ORD-008621,CUST-03622,2024-12-26,completed,246,0,0,19.68,265.68,paypal,affiliate,AU
ORD-008622,CUST-03623,2023-10-27,completed,247,0,0,19.76,266.76,apple_pay,organic_search,US
ORD-008623,CUST-03624,2024-11-28,completed,248,0,0,19.84,267.84,google_pay,paid_search,CA
ORD-008624,CUST-03625,2024-03-01,completed,249,0,0,19.92,268.92,bank_transfer,social_media,UK
ORD-008625,CUST-03626,2023-04-02,completed,250,25,0,20,245,credit_card,email_campaign,DE
ORD-008626,CUST-03627,2024-05-03,completed,251,0,0,20.08,271.08,paypal,direct_traffic,FR
ORD-008627,CUST-03628,2023-06-04,completed,252,0,0,20.16,272.16,apple_pay,affiliate,AU
ORD-008628,CUST-03629,2024-07-05,completed,253,0,0,20.24,273.24,google_pay,organic_search,US
ORD-008629,CUST-03630,2023-08-06,completed,254,0,0,20.32,274.32,bank_transfer,paid_search,CA
ORD-008630,CUST-03631,2023-12-07,completed,255,25.5,0,20.4,249.9,credit_card,social_media,UK
ORD-008631,CUST-03632,2024-10-08,completed,256,0,0,20.48,276.48,paypal,email_campaign,DE
ORD-008632,CUST-03633,2023-11-09,completed,257,0,0,20.56,277.56,apple_pay,direct_traffic,FR
ORD-008633,CUST-03634,2024-12-10,completed,258,0,0,20.64,278.64,google_pay,affiliate,AU
ORD-008634,CUST-03635,2024-04-11,completed,259,0,0,20.72,279.72,bank_transfer,organic_search,US
ORD-008635,CUST-03636,2023-05-12,completed,260,26,0,20.8,254.8,credit_card,paid_search,CA
ORD-008636,CUST-03637,2024-06-13,shipped,261,0,0,20.88,281.88,paypal,social_media,UK
ORD-008637,CUST-03638,2023-07-14,shipped,262,0,0,20.96,282.96,apple_pay,email_campaign,DE
ORD-008638,CUST-03639,2024-08-15,processing,263,0,0,21.04,284.04,google_pay,direct_traffic,FR
ORD-008639,CUST-03640,2023-09-16,cancelled,264,0,0,21.12,285.12,bank_transfer,affiliate,AU
ORD-008640,CUST-03641,2023-10-17,completed,265,26.5,0,21.2,259.7,credit_card,organic_search,US
ORD-008641,CUST-03642,2024-11-18,completed,266,0,0,21.28,287.28,paypal,paid_search,CA
ORD-008642,CUST-03643,2023-12-19,completed,267,0,0,21.36,288.36,apple_pay,social_media,UK
ORD-008643,CUST-03644,2024-10-20,completed,268,0,0,21.44,289.44,google_pay,email_campaign,DE
ORD-008644,CUST-03645,2024-05-21,completed,269,0,0,21.52,290.52,bank_transfer,direct_traffic,FR
ORD-008645,CUST-03646,2023-06-22,completed,270,27,0,21.6,264.6,credit_card,affiliate,AU
ORD-008646,CUST-03647,2024-07-23,completed,271,0,0,21.68,292.68,paypal,organic_search,US
ORD-008647,CUST-03648,2023-08-24,completed,272,0,0,21.76,293.76,apple_pay,paid_search,CA
ORD-008648,CUST-03649,2024-09-25,completed,273,0,0,21.84,294.84,google_pay,social_media,UK
ORD-008649,CUST-03650,2023-01-26,completed,274,0,0,21.92,295.92,bank_transfer,email_campaign,DE
ORD-008650,CUST-03651,2023-11-27,completed,275,27.5,0,22,269.5,credit_card,direct_traffic,FR
ORD-008651,CUST-03652,2024-12-28,completed,276,0,0,22.08,298.08,paypal,affiliate,AU
ORD-008652,CUST-03653,2023-10-01,completed,277,0,0,22.16,299.16,apple_pay,organic_search,US
ORD-008653,CUST-03654,2024-11-02,completed,278,0,0,22.24,300.24,google_pay,paid_search,CA
ORD-008654,CUST-03655,2024-06-03,completed,279,0,0,22.32,301.32,bank_transfer,social_media,UK
ORD-008655,CUST-03656,2023-07-04,completed,280,28,0,22.4,274.4,credit_card,email_campaign,DE
ORD-008656,CUST-03657,2024-08-05,shipped,281,0,0,22.48,303.48,paypal,direct_traffic,FR
ORD-008657,CUST-03658,2023-09-06,shipped,282,0,0,22.56,304.56,apple_pay,affiliate,AU
ORD-008658,CUST-03659,2024-01-07,processing,283,0,0,22.64,305.64,google_pay,organic_search,US
ORD-008659,CUST-03660,2023-02-08,cancelled,284,0,0,22.72,306.72,bank_transfer,paid_search,CA
ORD-008660,CUST-03661,2023-12-09,completed,285,28.5,0,22.8,279.3,credit_card,social_media,UK
ORD-008661,CUST-03662,2024-10-10,completed,286,0,0,22.88,308.88,paypal,email_campaign,DE
ORD-008662,CUST-03663,2023-11-11,completed,287,0,0,22.96,309.96,apple_pay,direct_traffic,FR
ORD-008663,CUST-03664,2024-12-12,completed,288,0,0,23.04,311.04,google_pay,affiliate,AU
ORD-008664,CUST-03665,2024-07-13,completed,289,0,0,23.12,312.12,bank_transfer,organic_search,US
ORD-008665,CUST-03666,2023-08-14,completed,290,29,0,23.2,284.2,credit_card,paid_search,CA
ORD-008666,CUST-03667,2024-09-15,completed,291,0,0,23.28,314.28,paypal,social_media,UK
ORD-008667,CUST-03668,2023-01-16,completed,292,0,0,23.36,315.36,apple_pay,email_campaign,DE
ORD-008668,CUST-03669,2024-02-17,completed,293,0,0,23.44,316.44,google_pay,direct_traffic,FR
ORD-008669,CUST-03670,2023-03-18,completed,294,0,0,23.52,317.52,bank_transfer,affiliate,AU
ORD-008670,CUST-03671,2023-10-19,completed,295,29.5,0,23.6,289.1,credit_card,organic_search,US
ORD-008671,CUST-03672,2024-11-20,completed,296,0,0,23.68,319.68,paypal,paid_search,CA
ORD-008672,CUST-03673,2023-12-21,completed,297,0,0,23.76,320.76,apple_pay,social_media,UK
ORD-008673,CUST-03674,2024-10-22,completed,298,0,0,23.84,321.84,google_pay,email_campaign,DE
ORD-008674,CUST-03675,2024-08-23,completed,299,0,0,23.92,322.92,bank_transfer,direct_traffic,FR
ORD-008675,CUST-03676,2023-09-24,completed,300,30,0,24,294,credit_card,affiliate,AU
ORD-008676,CUST-03677,2024-01-25,shipped,301,0,0,24.08,325.08,paypal,organic_search,US
ORD-008677,CUST-03678,2023-02-26,shipped,302,0,0,24.16,326.16,apple_pay,paid_search,CA
ORD-008678,CUST-03679,2024-03-27,processing,303,0,0,24.24,327.24,google_pay,social_media,UK
ORD-008679,CUST-03680,2023-04-28,cancelled,304,0,0,24.32,328.32,bank_transfer,email_campaign,DE
ORD-008680,CUST-03681,2023-11-01,completed,305,30.5,0,24.4,298.9,credit_card,direct_traffic,FR
ORD-008681,CUST-03682,2024-12-02,completed,306,0,0,24.48,330.48,paypal,affiliate,AU
ORD-008682,CUST-03683,2023-10-03,completed,307,0,0,24.56,331.56,apple_pay,organic_search,US
ORD-008683,CUST-03684,2024-11-04,completed,308,0,0,24.64,332.64,google_pay,paid_search,CA
ORD-008684,CUST-03685,2024-09-05,completed,309,0,0,24.72,333.72,bank_transfer,social_media,UK
ORD-008685,CUST-03686,2023-01-06,completed,310,31,0,24.8,303.8,credit_card,email_campaign,DE
ORD-008686,CUST-03687,2024-02-07,completed,311,0,0,24.88,335.88,paypal,direct_traffic,FR
ORD-008687,CUST-03688,2023-03-08,completed,312,0,0,24.96,336.96,apple_pay,affiliate,AU
ORD-008688,CUST-03689,2024-04-09,completed,313,0,0,25.04,338.04,google_pay,organic_search,US
ORD-008689,CUST-03690,2023-05-10,completed,314,0,0,25.12,339.12,bank_transfer,paid_search,CA
ORD-008690,CUST-03691,2023-12-11,completed,315,31.5,0,25.2,308.7,credit_card,social_media,UK
ORD-008691,CUST-03692,2024-10-12,completed,316,0,0,25.28,341.28,paypal,email_campaign,DE
ORD-008692,CUST-03693,2023-11-13,completed,317,0,0,25.36,342.36,apple_pay,direct_traffic,FR
ORD-008693,CUST-03694,2024-12-14,completed,318,0,0,25.44,343.44,google_pay,affiliate,AU
ORD-008694,CUST-03695,2024-01-15,completed,319,0,0,25.52,344.52,bank_transfer,organic_search,US
ORD-008695,CUST-03696,2023-02-16,completed,320,32,0,25.6,313.6,credit_card,paid_search,CA
ORD-008696,CUST-03697,2024-03-17,shipped,321,0,0,25.68,346.68,paypal,social_media,UK
ORD-008697,CUST-03698,2023-04-18,shipped,322,0,0,25.76,347.76,apple_pay,email_campaign,DE
ORD-008698,CUST-03699,2024-05-19,processing,323,0,0,25.84,348.84,google_pay,direct_traffic,FR
ORD-008699,CUST-03700,2023-06-20,cancelled,324,0,0,25.92,349.92,bank_transfer,affiliate,AU
ORD-008700,CUST-03701,2023-10-21,completed,325,32.5,0,26,318.5,credit_card,organic_search,US
ORD-008701,CUST-03702,2024-11-22,completed,326,0,0,26.08,352.08,paypal,paid_search,CA
ORD-008702,CUST-03703,2023-12-23,completed,327,0,0,26.16,353.16,apple_pay,social_media,UK
ORD-008703,CUST-03704,2024-10-24,completed,328,0,0,26.24,354.24,google_pay,email_campaign,DE
ORD-008704,CUST-03705,2024-02-25,completed,329,0,0,26.32,355.32,bank_transfer,direct_traffic,FR
ORD-008705,CUST-03706,2023-03-26,completed,330,33,0,26.4,323.4,credit_card,affiliate,AU
ORD-008706,CUST-03707,2024-04-27,completed,331,0,0,26.48,357.48,paypal,organic_search,US
ORD-008707,CUST-03708,2023-05-28,completed,332,0,0,26.56,358.56,apple_pay,paid_search,CA
ORD-008708,CUST-03709,2024-06-01,completed,333,0,0,26.64,359.64,google_pay,social_media,UK
ORD-008709,CUST-03710,2023-07-02,completed,334,0,0,26.72,360.72,bank_transfer,email_campaign,DE
ORD-008710,CUST-03711,2023-11-03,completed,335,33.5,0,26.8,328.3,credit_card,direct_traffic,FR
ORD-008711,CUST-03712,2024-12-04,completed,336,0,0,26.88,362.88,paypal,affiliate,AU
ORD-008712,CUST-03713,2023-10-05,completed,337,0,0,26.96,363.96,apple_pay,organic_search,US
ORD-008713,CUST-03714,2024-11-06,completed,338,0,0,27.04,365.04,google_pay,paid_search,CA
ORD-008714,CUST-03715,2024-03-07,completed,339,0,0,27.12,366.12,bank_transfer,social_media,UK
ORD-008715,CUST-03716,2023-04-08,completed,340,34,0,27.2,333.2,credit_card,email_campaign,DE
ORD-008716,CUST-03717,2024-05-09,shipped,341,0,0,27.28,368.28,paypal,direct_traffic,FR
ORD-008717,CUST-03718,2023-06-10,shipped,342,0,0,27.36,369.36,apple_pay,affiliate,AU
ORD-008718,CUST-03719,2024-07-11,processing,343,0,0,27.44,370.44,google_pay,organic_search,US
ORD-008719,CUST-03720,2023-08-12,cancelled,344,0,0,27.52,371.52,bank_transfer,paid_search,CA
ORD-008720,CUST-03721,2023-12-13,completed,345,34.5,0,27.6,338.1,credit_card,social_media,UK
ORD-008721,CUST-03722,2024-10-14,completed,346,0,0,27.68,373.68,paypal,email_campaign,DE
ORD-008722,CUST-03723,2023-11-15,completed,347,0,0,27.76,374.76,apple_pay,direct_traffic,FR
ORD-008723,CUST-03724,2024-12-16,completed,348,0,0,27.84,375.84,google_pay,affiliate,AU
ORD-008724,CUST-03725,2024-04-17,completed,349,0,0,27.92,376.92,bank_transfer,organic_search,US
ORD-008725,CUST-03726,2023-05-18,completed,350,35,0,28,343,credit_card,paid_search,CA
ORD-008726,CUST-03727,2024-06-19,completed,351,0,0,28.08,379.08,paypal,social_media,UK
ORD-008727,CUST-03728,2023-07-20,completed,352,0,0,28.16,380.16,apple_pay,email_campaign,DE
ORD-008728,CUST-03729,2024-08-21,completed,353,0,0,28.24,381.24,google_pay,direct_traffic,FR
ORD-008729,CUST-03730,2023-09-22,completed,354,0,0,28.32,382.32,bank_transfer,affiliate,AU
ORD-008730,CUST-03731,2023-10-23,completed,355,35.5,0,28.4,347.9,credit_card,organic_search,US
ORD-008731,CUST-03732,2024-11-24,completed,356,0,0,28.48,384.48,paypal,paid_search,CA
ORD-008732,CUST-03733,2023-12-25,completed,357,0,0,28.56,385.56,apple_pay,social_media,UK
ORD-008733,CUST-03734,2024-10-26,completed,358,0,0,28.64,386.64,google_pay,email_campaign,DE
ORD-008734,CUST-03735,2024-05-27,completed,359,0,0,28.72,387.72,bank_transfer,direct_traffic,FR
ORD-008735,CUST-03736,2023-06-28,completed,360,36,0,28.8,352.8,credit_card,affiliate,AU
ORD-008736,CUST-03737,2024-07-01,shipped,361,0,0,28.88,389.88,paypal,organic_search,US
ORD-008737,CUST-03738,2023-08-02,shipped,362,0,0,28.96,390.96,apple_pay,paid_search,CA
ORD-008738,CUST-03739,2024-09-03,processing,363,0,0,29.04,392.04,google_pay,social_media,UK
ORD-008739,CUST-03740,2023-01-04,cancelled,364,0,0,29.12,393.12,bank_transfer,email_campaign,DE
ORD-008740,CUST-03741,2023-11-05,completed,365,36.5,0,29.2,357.7,credit_card,direct_traffic,FR
ORD-008741,CUST-03742,2024-12-06,completed,366,0,0,29.28,395.28,paypal,affiliate,AU
ORD-008742,CUST-03743,2023-10-07,completed,367,0,0,29.36,396.36,apple_pay,organic_search,US
ORD-008743,CUST-03744,2024-11-08,completed,368,0,0,29.44,397.44,google_pay,paid_search,CA
ORD-008744,CUST-03745,2024-06-09,completed,369,0,0,29.52,398.52,bank_transfer,social_media,UK
ORD-008745,CUST-03746,2023-07-10,completed,370,37,0,29.6,362.6,credit_card,email_campaign,DE
ORD-008746,CUST-03747,2024-08-11,completed,371,0,0,29.68,400.68,paypal,direct_traffic,FR
ORD-008747,CUST-03748,2023-09-12,completed,372,0,0,29.76,401.76,apple_pay,affiliate,AU
ORD-008748,CUST-03749,2024-01-13,completed,373,0,0,29.84,402.84,google_pay,organic_search,US
ORD-008749,CUST-03750,2023-02-14,completed,374,0,0,29.92,403.92,bank_transfer,paid_search,CA
ORD-008750,CUST-03751,2023-12-15,completed,375,37.5,0,30,367.5,credit_card,social_media,UK
ORD-008751,CUST-03752,2024-10-16,completed,376,0,0,30.08,406.08,paypal,email_campaign,DE
ORD-008752,CUST-03753,2023-11-17,completed,377,0,0,30.16,407.16,apple_pay,direct_traffic,FR
ORD-008753,CUST-03754,2024-12-18,completed,378,0,0,30.24,408.24,google_pay,affiliate,AU
ORD-008754,CUST-03755,2024-07-19,completed,379,0,0,30.32,409.32,bank_transfer,organic_search,US
ORD-008755,CUST-03756,2023-08-20,completed,380,38,0,30.4,372.4,credit_card,paid_search,CA
ORD-008756,CUST-03757,2024-09-21,shipped,381,0,0,30.48,411.48,paypal,social_media,UK
ORD-008757,CUST-03758,2023-01-22,shipped,382,0,0,30.56,412.56,apple_pay,email_campaign,DE
ORD-008758,CUST-03759,2024-02-23,processing,383,0,0,30.64,413.64,google_pay,direct_traffic,FR
ORD-008759,CUST-03760,2023-03-24,cancelled,384,0,0,30.72,414.72,bank_transfer,affiliate,AU
ORD-008760,CUST-03761,2023-10-25,completed,385,38.5,0,30.8,377.3,credit_card,organic_search,US
ORD-008761,CUST-03762,2024-11-26,completed,386,0,0,30.88,416.88,paypal,paid_search,CA
ORD-008762,CUST-03763,2023-12-27,completed,387,0,0,30.96,417.96,apple_pay,social_media,UK
ORD-008763,CUST-03764,2024-10-28,completed,388,0,0,31.04,419.04,google_pay,email_campaign,DE
ORD-008764,CUST-03765,2024-08-01,completed,389,0,0,31.12,420.12,bank_transfer,direct_traffic,FR
ORD-008765,CUST-03766,2023-09-02,completed,390,39,0,31.2,382.2,credit_card,affiliate,AU
ORD-008766,CUST-03767,2024-01-03,completed,391,0,0,31.28,422.28,paypal,organic_search,US
ORD-008767,CUST-03768,2023-02-04,completed,392,0,0,31.36,423.36,apple_pay,paid_search,CA
ORD-008768,CUST-03769,2024-03-05,completed,393,0,0,31.44,424.44,google_pay,social_media,UK
ORD-008769,CUST-03770,2023-04-06,completed,394,0,0,31.52,425.52,bank_transfer,email_campaign,DE
ORD-008770,CUST-03771,2023-11-07,completed,395,39.5,0,31.6,387.1,credit_card,direct_traffic,FR
ORD-008771,CUST-03772,2024-12-08,completed,396,0,0,31.68,427.68,paypal,affiliate,AU
ORD-008772,CUST-03773,2023-10-09,completed,397,0,0,31.76,428.76,apple_pay,organic_search,US
ORD-008773,CUST-03774,2024-11-10,completed,398,0,0,31.84,429.84,google_pay,paid_search,CA
ORD-008774,CUST-03775,2024-09-11,completed,399,0,0,31.92,430.92,bank_transfer,social_media,UK
ORD-008775,CUST-03776,2023-01-12,completed,400,40,0,32,392,credit_card,email_campaign,DE
ORD-008776,CUST-03777,2024-02-13,shipped,401,0,0,32.08,433.08,paypal,direct_traffic,FR
ORD-008777,CUST-03778,2023-03-14,shipped,402,0,0,32.16,434.16,apple_pay,affiliate,AU
ORD-008778,CUST-03779,2024-04-15,processing,403,0,0,32.24,435.24,google_pay,organic_search,US
ORD-008779,CUST-03780,2023-05-16,cancelled,404,0,0,32.32,436.32,bank_transfer,paid_search,CA
ORD-008780,CUST-03781,2023-12-17,completed,405,40.5,0,32.4,396.9,credit_card,social_media,UK
ORD-008781,CUST-03782,2024-10-18,completed,406,0,0,32.48,438.48,paypal,email_campaign,DE
ORD-008782,CUST-03783,2023-11-19,completed,407,0,0,32.56,439.56,apple_pay,direct_traffic,FR
ORD-008783,CUST-03784,2024-12-20,completed,408,0,0,32.64,440.64,google_pay,affiliate,AU
ORD-008784,CUST-03785,2024-01-21,completed,409,0,0,32.72,441.72,bank_transfer,organic_search,US
ORD-008785,CUST-03786,2023-02-22,completed,410,41,0,32.8,401.8,credit_card,paid_search,CA
ORD-008786,CUST-03787,2024-03-23,completed,411,0,0,32.88,443.88,paypal,social_media,UK
ORD-008787,CUST-03788,2023-04-24,completed,412,0,0,32.96,444.96,apple_pay,email_campaign,DE
ORD-008788,CUST-03789,2024-05-25,completed,413,0,0,33.04,446.04,google_pay,direct_traffic,FR
ORD-008789,CUST-03790,2023-06-26,completed,414,0,0,33.12,447.12,bank_transfer,affiliate,AU
ORD-008790,CUST-03791,2023-10-27,completed,415,41.5,0,33.2,406.7,credit_card,organic_search,US
ORD-008791,CUST-03792,2024-11-28,completed,416,0,0,33.28,449.28,paypal,paid_search,CA
ORD-008792,CUST-03793,2023-12-01,completed,417,0,0,33.36,450.36,apple_pay,social_media,UK
ORD-008793,CUST-03794,2024-10-02,completed,418,0,0,33.44,451.44,google_pay,email_campaign,DE
ORD-008794,CUST-03795,2024-02-03,completed,419,0,0,33.52,452.52,bank_transfer,direct_traffic,FR
ORD-008795,CUST-03796,2023-03-04,completed,420,42,0,33.6,411.6,credit_card,affiliate,AU
ORD-008796,CUST-03797,2024-04-05,shipped,421,0,0,33.68,454.68,paypal,organic_search,US
ORD-008797,CUST-03798,2023-05-06,shipped,422,0,0,33.76,455.76,apple_pay,paid_search,CA
ORD-008798,CUST-03799,2024-06-07,processing,423,0,0,33.84,456.84,google_pay,social_media,UK
ORD-008799,CUST-03800,2023-07-08,cancelled,424,0,0,33.92,457.92,bank_transfer,email_campaign,DE
ORD-008800,CUST-03801,2023-11-09,completed,25,2.5,5,2,29.5,credit_card,direct_traffic,FR
ORD-008801,CUST-03802,2024-12-10,completed,26,0,6,2.08,34.08,paypal,affiliate,AU
ORD-008802,CUST-03803,2023-10-11,completed,27,0,7,2.16,36.16,apple_pay,organic_search,US
ORD-008803,CUST-03804,2024-11-12,completed,28,0,8,2.24,38.24,google_pay,paid_search,CA
ORD-008804,CUST-03805,2024-03-13,completed,29,0,9,2.32,40.32,bank_transfer,social_media,UK
ORD-008805,CUST-03806,2023-04-14,completed,30,3,10,2.4,39.4,credit_card,email_campaign,DE
ORD-008806,CUST-03807,2024-05-15,completed,31,0,11,2.48,44.48,paypal,direct_traffic,FR
ORD-008807,CUST-03808,2023-06-16,completed,32,0,12,2.56,46.56,apple_pay,affiliate,AU
ORD-008808,CUST-03809,2024-07-17,completed,33,0,13,2.64,48.64,google_pay,organic_search,US
ORD-008809,CUST-03810,2023-08-18,completed,34,0,14,2.72,50.72,bank_transfer,paid_search,CA
ORD-008810,CUST-03811,2023-12-19,completed,35,3.5,5,2.8,39.3,credit_card,social_media,UK
ORD-008811,CUST-03812,2024-10-20,completed,36,0,6,2.88,44.88,paypal,email_campaign,DE
ORD-008812,CUST-03813,2023-11-21,completed,37,0,7,2.96,46.96,apple_pay,direct_traffic,FR
ORD-008813,CUST-03814,2024-12-22,completed,38,0,8,3.04,49.04,google_pay,affiliate,AU
